rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
37,"spotify:track:3ukrFH17Zl6iEZ2QJ1Zwiy","RPT Orijinn, Ronboogz","Don't Côi","Rapital",3,27,58,"399435"
38,"spotify:track:2uZmeuNAxSm7XfVIwLkhCx","Ronboogz","nhắn nhủ","MaiDao Music",36,38,7,"395325"
39,"spotify:track:5T6j0rfpCDBzAxC8Fpd0N7","Low G, Thắng","An Thần","Rap Nhà Làm",2,33,119,"381879"
40,"spotify:track:7tFwBnuaGXqiiONukPRaCo","Minh Huy","Miên Man","LOOPS Music",11,41,22,"373676"
41,"spotify:track:4X2vrRE8Pi5hBMbWRjofAU","HIEUTHUHAI","NOLOVENOLIFE","M Music Records",24,45,16,"370392"
42,"spotify:track:5C1O3fpMsiisJpHiB1uuDf","52Hz, RIO","ĐỢI (Prod. RIO)","DAO Entertainment",42,47,4,"365126"
43,"spotify:track:08ULi904W2Po6pVj8nN7KC","GREY D, Chillies","đưa em về nhàa","M Music Records",3,48,41,"360776"
44,"spotify:track:3a2Oftcs10wtzw6AmxuTMU","Olew","Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau","LOOPS Music",8,49,54,"351259"
45,"spotify:track:5h1BN75CEh8wdSwE1xrbSe","V","Slow Dancing","BIGHIT MUSIC",2,34,20,"349689"
46,"spotify:track:01qFKNWq73UfEslI0GvumE","Jung Kook, Jack Harlow","3D (feat. Jack Harlow)","BIGHIT MUSIC",2,42,18,"346748"
47,"spotify:track:0gzpqwLf1jhNjnSJEyweAX","Kuun Đức Nam, Linh Thộn","Tình cờ yêu em","MaiDao Music",12,46,23,"341917"
48,"spotify:track:7LVrrX8pkzI9fMF88nGabt","Đen, JustaTee","Đi Về Nhà","Đen",3,60,163,"330701"
49,"spotify:track:72ictTz6o0dusD2QpCn4bn","Wxrdie, Andree Right Hand, Machiot","TETVOVEN","M Music Records",39,43,9,"329429"
50,"spotify:track:4XYIKLWUw0QYjcftHNvAYW","GREY D, HIEUTHUHAI, Wren Evans, Obito","Dám Rực Rỡ","Universal Music Indochina",50,-1,1,"321736"
51,"spotify:track:4qJSUFwZFouto5VZUlln75","tlinh, Trung Trần","Thích Quá Rùi Nà","Universal Music Indochina Distributed Labels",34,53,176,"316677"
52,"spotify:track:5ECHJ1llWBNYLVCYrllD3x","Da LAB, Phương Ly","Chạy Khỏi Thế Giới Này","LOOPS Music",11,50,83,"315506"
53,"spotify:track:7bFFUPBiF15n8m8RziqS4o","GREY D","dự báo thời tiết hôm nay mưa","M Music Records",7,56,63,"314352"
54,"spotify:track:5BTzf3doGTigDIYUFtbkI9","Emcee L (Da LAB), Da LAB, Badbies","Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies)","Yin Yang Media",5,54,162,"312660"
55,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",11,51,32,"305255"
56,"spotify:track:3440g8awr2l0E5Yy2X5Epk","RPT MCK","Tại Vì Sao","N0L4B3L",3,59,71,"301101"
57,"spotify:track:7kpNUrBDYDoX6QKGzrBD1R","RPT MCK, Trung Trần","Thôi Em Đừng Đi","N0L4B3L",8,58,48,"297228"
58,"spotify:track:6Hs2xIgB8nzyGFDvVA8lFa","Madihu, Low G","Có Em","NGUYEN CHI PHONG",4,52,93,"296319"
59,"spotify:track:45Mswno1F7FoZkcmQkp7fi","Wren Evans","Thích Em Hơi Nhiều","Universal Music Indochina",1,57,137,"291157"
60,"spotify:track:3hqOrxH5qPlvrApcb7Ac8c","Ronboogz","Lan Man","MaiDao Music",33,55,42,"288726"
61,"spotify:track:4acXEYw7ayyJnm9GXDrqiL","Binz, Nomovodka","Hit Me Up (feat. Nomovodka)","Spacespeakers",4,44,15,"286278"
62,"spotify:track:76dD9BdSOzsRJSGGBjOcUf","HIEUTHUHAI, Negav, Kewtiie","ngủ một mình (tình rất tình)","M Music Records",2,70,59,"277385"
63,"spotify:track:255vSRpVq5YYKBJiem1BVx","Andree Right Hand","Chơi Như Tụi Mỹ","$maker Music",4,64,37,"267280"
64,"spotify:track:5iZHnufFUgATzrpGgH1K0W","T.R.I","Ánh Sao Và Bầu Trời","Yin Yang Media",1,62,117,"261327"
65,"spotify:track:3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine","Dead Oceans",30,61,17,"249430"
66,"spotify:track:6jcLKVmEKAQIXIVHJZ8vzS","MONSTAR, GREY D, NICKY, VƯƠNG BÌNH","tình yêu chậm trễ","Yin Yang Media",46,68,60,"249263"
67,"spotify:track:769IjpjHNrN36SPvj2ZBKu","HIEUTHUHAI","Nghe Như Tình Yêu","M Music Records",46,72,124,"245842"
68,"spotify:track:27Z9T0mSWHYWSj9SNOGvyt","JustaTee, Phương Ly","Thằng Điên","NGUYEN THANH TUAN",2,67,78,"244000"
69,"spotify:track:3A0QLMQn0XqmCrJMInLhYg","Low G, Obito, WOKEUP","Phong Long","Universal Music Indochina Distributed Labels",69,103,2,"243984"
70,"spotify:track:3BlB5wlzdbgCJGkuPcNVIW","The Masked Singer","Khóa Ly Biệt","THE MASKED SINGER",53,65,12,"243361"
71,"spotify:track:1xoadYaxtOp9gHDwgmPDuz","JSOL, Hoàng Duyên","Sài Gòn Hôm Nay Mưa","Universal Music Indochina",3,69,140,"239558"
72,"spotify:track:54UNNgtE3zzERwTuWSQLqd","MONSTAR, GREY D, VƯƠNG BÌNH","có hẹn với thanh xuân","Yin Yang Media",5,77,133,"234552"
73,"spotify:track:5cml547MByVlaVrKU2lJTg","Andree Right Hand, Wxrdie, Bình Gold, 2pillz","Em iu","$maker Music",18,63,36,"232634"
74,"spotify:track:2UtFCtiSoc30GJ4MUcHDKr","Obito, Shiki","Tell the kids i love them","12 trái lê",30,71,16,"226813"
75,"spotify:track:1J3SmWwlYAG68LGKr86MVH","Sơn Tùng M-TP","Chúng Ta Của Hiện Tại","Universal Music Indochina Distributed Labels",1,75,163,"225752"
76,"spotify:track:21x7Ld7I7X7HQtDgS8al5Z","Wren Evans, itsnk","Quyền Anh","Universal Music Indochina",35,73,7,"223792"
77,"spotify:track:1MiJk3dXC5jzhvLFP0dUM7","Da LAB","Thức Giấc","Yin Yang Media",1,86,134,"222863"
78,"spotify:track:5Bti0azlFhMattVY76qFr9","Vũ.","Lạ Lùng","WM Vietnam",17,66,304,"222372"
79,"spotify:track:1465dD5VklIYHkKfcfirkU","Wren Evans, itsnk","Tình Yêu Vĩ Mô","Universal Music Indochina",36,78,7,"219289"
80,"spotify:track:4TMdpMJNQdcawl8JjZEwLk","Lãng","Nụ hôn Bisou","12 trái lê",10,74,28,"218721"
81,"spotify:track:0eKIEiMHZv0pOxz4iGOXda","Lil Wuyn, 16 BrT, 16 Typh","TOKYO Cypher","12 trái lê",45,80,13,"214360"
82,"spotify:track:0vkExWiBJSrfWnlMC7x48b","UMIE","Không Yêu Xin Đừng Nói - Piano Version","LOOPS Music",37,88,48,"213329"
83,"spotify:track:7kgzRBNkBRArtTPkYjWLYT","14 Casper, Bon Nghiêm","bao tiền một mớ bình yên?","DANDERLÉON",9,81,145,"211549"
84,"spotify:track:3QD2NfLEIvMRbzv2uTu4B7","Myra Trần","Anh Chưa Thương Em Đến Vậy Đâu","Sony Music Entertainment",6,93,56,"208987"
85,"spotify:track:76KYaCx7UjHwlnrqzcovLZ","PC","10 Ngàn Năm","12 trái lê",61,84,86,"208326"
86,"spotify:track:0Qs29ApstkrU5T8S5Hxazw","BigDaddy, Emily","Ngõ Chạm","LOOPS Music",41,96,26,"205027"
87,"spotify:track:6DyotcCWPqKQT8YWireU6L","Low G","Tán Gái 505","Rap Nhà Làm",65,85,37,"204174"
88,"spotify:track:5uyNAX6MazVAjBjVeOsTvp","W/N, Duongg, Nâu","3 1 0 7 (feat. Duongg & Nâu)","HONG AN ENTERTAIMENT,.JSC",11,87,182,"202593"
89,"spotify:track:3ET3xHCLMGd57u06A9RjJ0","Ronboogz","Nói Dối","MaiDao Music",79,79,13,"198545"
90,"spotify:track:1EmMFSLRVkOszCa4ul9z0F","W/N, Duongg, Nau, titie","3107 3","Universal Music Indochina Distributed Labels",1,91,131,"197399"
91,"spotify:track:1Vla7vXcM0zimotYpresDT","tlinh","tình yêu có nghĩa là gì?","Universal Music Indochina Distributed Labels",7,82,25,"197298"
92,"spotify:track:0MJ5wKsPEeihONNfugHGy7","HYBS","Tip Toe","JUICEY",52,89,10,"194623"
93,"spotify:track:7FX4Ae2nf5U6Y42AEMR9lc","Wren Evans, itsnk","Lối Chơi (Interlude)","Universal Music Indochina",48,92,7,"194078"
94,"spotify:track:3vsmNXDJsCUt2ESWPwFaAv","Wren Evans, itsnk","ĐĐĐ","Universal Music Indochina",56,97,7,"190785"
95,"spotify:track:45PPoUgqs3JrhkZGEzSUHT","W/N, ERIK, Nau","3107 4 (feat. Erik, Nâu)","Universal Music Indochina Distributed Labels",24,100,42,"189511"
96,"spotify:track:3CyGK8BeJ5iCunpzvHyINs","B Ray","Anh Luôn Như Vậy","MIXUS",10,95,17,"187728"
97,"spotify:track:4Iz5EWPCAT8jYNk4IpLoll","buitruonglinh","Dù Cho Mai Về Sau","Yin Yang Media",10,106,150,"184530"
98,"spotify:track:7h2zqUH4bYyknNUxsYnS5V","PhucXp, Freak D","Như Anh Đã Thấy Em","MaiDao Music",33,98,58,"182878"
99,"spotify:track:5yNB5nPXblrSwtS9d0ssAU","W/N, 267","id 2022 (feat. 267)","W NATION",61,76,5,"180747"
100,"spotify:track:4vfhartd7HDWGJbdVIycEu","Sơn Tùng M-TP","Muộn Rồi Mà Sao Còn","Universal Music Indochina Distributed Labels",1,107,145,"180151"
101,"spotify:track:1fh5Sf3fFESFOS8D82RQiI","AMEE, Hoàng Dũng","từ thích thích thành thương thương","Yin Yang Media",6,101,115,"179386"
102,"spotify:track:1dUmmBh2nw8XzEI3au0uFs","Thịnh Suy","Chết Trong Em","InQ International",4,104,66,"176818"
103,"spotify:track:2ctmaWoBxLBYiZB7AKmK1D","Low G","Bảo Tàng","Nhà Hóa Học Đống Đa",33,99,9,"176472"
104,"spotify:track:3AejRjgBsFV4HWHjJmmEP7","GREY D, Orange, Kai Đinh","lời tạm biệt chưa nói","Universal Music Indochina Distributed Labels",22,109,80,"174733"
105,"spotify:track:5qbjUmVV1yOOjcMOInNPYD","Kai Đinh, MIN, GREY D","để tôi ôm em bằng giai điệu này","Yin Yang Media",18,116,58,"173172"
106,"spotify:track:4AgFXIVT7hVhBZ5DEOaLu3","Thịnh Suy","tiny love","Yin Yang Media",3,110,113,"172981"
107,"spotify:track:57FeZINjlat9NLEhYUejmd","VSOUL, MFREE, TUYEN VO","NGTANOISE","VSOUL",83,114,29,"172179"
108,"spotify:track:2Npr9vbXuQYcpnsouBIrHU","The Masked Singer, Voi Bản Đôn","Ngày Mai Người Ta Lấy Chồng (feat. Voi Bản Đôn)","THE MASKED SINGER",39,123,24,"170018"
109,"spotify:track:1RGA13K66cABN7nYek6WNk","Madihu","Không Còn Em","WM Vietnam",17,105,28,"169649"
110,"spotify:track:5J90ah0ppUSev1uahqQiN6","Andiez, AMEE","Anh Đánh Rơi Người Yêu Này","MaiDao Music",19,119,65,"167009"
111,"spotify:track:3DLtPObflLQBodZN8qGODT","JustaTee, BigDaddy","2AM","WM Vietnam",18,122,92,"166652"
112,"spotify:track:0bqiS4Vi6vWtOj9woYfAJM","tlinh","đừng làm nó phức tạp","Universal Music Indochina Distributed Labels",112,-1,1,"166639"
113,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",5,102,40,"166314"
114,"spotify:track:3rigEvSPZYJI3rAt9gVdXy","Gill, tlinh, Kewtiie","Mắt Xanh","M Music Records",60,132,56,"165242"
115,"spotify:track:2WOpp4vm16unl0N3i3BNNv","NÂN, Ngơ","Tình Đắng Như Ly Cà Phê","nân",15,141,213,"165048"
116,"spotify:track:0M5Vaj3y4yhNQ1PX471F8P","BAN, CoolKid","MD Anniversary","M Music Records",52,108,15,"164861"
117,"spotify:track:2qWP5ZarXRsdmxzz3L3BtP","SUNI Hạ Linh, Hoàng Dũng, GREY D, Orange, tlinh","có hẹn với thanh xuân","Universal Music Indochina Distributed Labels",27,129,79,"161829"
118,"spotify:track:7j3XQm7RR8T2EzaYtYK4rc","W/N, Tezzy, Tien","Crush 2","RioX Records",61,118,84,"161485"
119,"spotify:track:6uxuJ8Fr1AAfSPJUF9N1yr","Vũ.","Bước Qua Mùa Cô Đơn","WM Vietnam",1,111,164,"161462"
120,"spotify:track:25edeHHueINMguqu9emCyV","Đen, Phương Anh Đào","Lối Nhỏ","Đen",1,133,223,"161138"
121,"spotify:track:2n00rcPaXcWfFB9irOKOmh","Ronboogz","Anh Chỉ Muốn","MaiDao Music",117,117,3,"159641"
122,"spotify:track:1sEOTXdVl8X7SzuJi0P1cq","Dept, Ashley Alisha","Van Gogh (feat. Ashley Alisha)","WM Korea",41,113,9,"157732"
123,"spotify:track:7oBUoEbCDF748UkHnLusUB","Thịnh Suy","Chuyện Rằng","Yin Yang Media",5,125,182,"157267"
124,"spotify:track:59LeatGytui1mQleoiEnWM","Wren Evans, itsnk","Việt Kiều","Universal Music Indochina",57,127,9,"156269"
125,"spotify:track:6iXGivPFpsqKmrINhIbPvx","Lynk Lee","Buồn Thì Cứ Khóc Đi","Lynk Lee",10,134,214,"156051"
126,"spotify:track:7AD5F85waSb3yZxZxEXhJM","Tóc Tiên, Touliver","Có Ai Thương Em Như Anh","Yin Yang Media",20,137,87,"155676"
127,"spotify:track:6A1IbMKwjvXibcrU1sdqKH","MONO, Onionn.","Em Là","M Music Records",8,124,73,"155516"
128,"spotify:track:3k6q0O9JnO2GhvD6C8fs20","Jimin","Closer Than This","BIGHIT MUSIC",3,94,6,"155394"
129,"spotify:track:3nw5vYaH4qVx8joq3qhtNx","Low G","Okeokeoke","Rap Nhà Làm",103,112,43,"155035"
130,"spotify:track:07tiPBhMqiKqHowwqDBtfK","W/N, 267","id T41104 (feat. 267)","W NATION",26,121,13,"153628"
131,"spotify:track:0hiQvlWSSTr7n1kc1X2Lus","HIEUTHUHAI, Harmonie","Bật Nhạc Lên","GERDNANG",59,150,171,"153192"
132,"spotify:track:4S0uLMXRoAjFfIJOW7A8aW","Rhymastic","Nến Và Hoa","WM Vietnam",2,138,190,"153015"
133,"spotify:track:2BDE7KducbOuOPY4tlERyJ","Bình Gold","Trăng Hoa Mây Mưa","Binh Gold",133,146,2,"152984"
134,"spotify:track:4N99EuIjwSSFFFMDfTeOLU","buitruonglinh, Vũ Phụng Tiên","Em Không Khóc (feat. Vũ Phụng Tiên)","Yin Yang Media",106,131,67,"152838"
135,"spotify:track:1yo967mk7CpjvruNxBecOY","Thắng","Trước Khi Em Tồn Tại","Thắng",22,120,37,"151540"
136,"spotify:track:7fNHfgOxPLcg4mQLhCnOHB","Rapital, Groovie Lã Thắng, tlinh, RPT MCK","XTC (Xích Thêm Chút) (Remix)","M Music Records",87,140,135,"150821"
137,"spotify:track:1GJ3suxtUVaguVQRemw6Zp","Andiez","Suýt Nữa Thì...","MaiDao Music",82,139,82,"149706"
138,"spotify:track:7h69br1nQFSSgdVQp6sPx6","HIEUTHUHAI, B Ray, Tage","Không Phải Gu","M Music Records",51,161,16,"149246"
139,"spotify:track:0Rx4GFPy8ISxPhRwkjl64b","AMEE","ex's hate me, Pt.2","Yin Yang Media",13,171,74,"148874"
140,"spotify:track:0tWqngfOXKN1xOlYK4WwVw","Sơn Tùng M-TP","Âm Thầm Bên Em","Universal Music Indochina Distributed Labels",35,136,171,"148539"
141,"spotify:track:7eDrdQ7PK9Xm1CZCKWsgmH","Vũ., TRANG","Anh Nhớ Ra (feat. TRANG)","WM Vietnam",19,128,68,"148210"
142,"spotify:track:3b34161QoxLwsqhWSPy9i5","Da LAB","Thanh Xuân","Sony Music Entertainment",1,135,284,"146199"
143,"spotify:track:4YSryHqsD82Krc81l1EJD5","tlinh, 2pillz, WOKEUP","ghệ iu dấu của em ơi","Universal Music Indochina Distributed Labels",8,145,49,"145618"
144,"spotify:track:0QzuaeCEEOV40Pn7IvKEny","Dhruv","double take","Little Worry/RCA Records",8,144,143,"145479"
145,"spotify:track:62SFLTN7txImu8pQwBMP6A","Tăng Duy Tân, Hoà Minzy","Bật Tình Yêu Lên","Big Arts Entertainment",4,126,50,"144941"
146,"spotify:track:0pQ67Kp2kED4ISy1ieGPEq","PC, Dick, tofutns","Ghé Qua","12 trái lê",64,149,176,"143757"
147,"spotify:track:0wwfocY1CfXcKfMcWSoGXc","buitruonglinh","Yêu Người Có Ước Mơ","LOOPS Music",83,143,42,"143670"
148,"spotify:track:2rGCYAabfA63PIzhQm7hVq","VSTRA","Internet Love","CDSL",56,155,108,"142259"
149,"spotify:track:7td8DTWoGC9u9db37mGHX6","Đen, PiaLinh","Nấu ăn cho em","Đen",8,-1,30,"142159"
150,"spotify:track:1izPmgSW7FV6XFdEOiTvOY","Changg, Minh Huy","Em Không Hiểu","Universal Music Indochina Distributed Labels",27,148,135,"141317"
151,"spotify:track:2YF6BpVt9vvmrCSdYYLGpq","Uyên Linh","Anh - Uyên Linh Version","Universal Music Indochina Distributed Labels",115,115,3,"141230"
152,"spotify:track:2zRzmGerfTxc2epZHgaTdh","Ngọt, Đen","Cho Tôi Lang Thang","Ngọt",35,158,192,"140935"
153,"spotify:track:4h3K653rm69JYWpO4du2BJ","Andiez","Chờ Đợi Có Đáng Sợ","Yin Yang Media",76,152,85,"139747"
154,"spotify:track:0Lf0ydJp4nbcEkYgPtIUuD","Ronboogz","Khi Mà","MaiDao Music",147,147,9,"139557"
155,"spotify:track:5Msoarj5hk9LguTtiIyqug","Đức Phúc","Ngày Đầu Tiên","Duc Phuc",2,167,101,"139003"
156,"spotify:track:5AaHvf9iO6RydAIissh0kz","Obito, Seachains","Simple Love","12 trái lê",156,159,9,"138936"
157,"spotify:track:2nR51wakN5K3AJENqGaNg9","Đen, MIN","Bài Này Chill Phết","Đen",1,160,244,"137843"
158,"spotify:track:0cGpKQ8RxxLOFqhktEURIj","UMI, V","wherever u r (ft. V of BTS)","UMI Inc under exclusive license to Unitedmasters LLC",6,83,5,"136951"
159,"spotify:track:1YbrWGgFMzIoO6FP1vN975","Olew, Ngắn","Vườn Hoa Con Cá (feat. Ngắn)","Sony Music Entertainment",125,130,4,"136912"
160,"spotify:track:05X3a0YGmS1rbH50aL8lGF","Văn Mai Hương, Hứa Kim Tuyền","Một Ngàn Nỗi Đau","Yin Yang Media",7,169,84,"134238"
161,"spotify:track:0DtarPcErIh4skfFtxzomo","Tama","Ngày Em Đẹp Nhất","Tama",104,151,34,"134098"
162,"spotify:track:41aMYNen9G7uUbqLfV65cF","Rapital, RPT MCK, Phongkhin","Tay To","M Music Records",58,168,134,"134017"
163,"spotify:track:71Q8QWLpvwvfQ6zM5BdCnm","2T, Văn","Liệu Giờ","LOOPS Music",22,156,178,"133270"
164,"spotify:track:2PYDUM2IC01FOTDLQdFxJP","W/N, Duongg, Nau","3 1 0 7 - 2 (feat. DuongG & Nau)","GUM GROUP",27,162,153,"133077"
165,"spotify:track:38rjRVqEHSlDRrDWDvjkqW","Vũ.","Bước Qua Nhau","WM Vietnam",1,163,106,"132605"
166,"spotify:track:1w3eUC89GPspKpi62tPwjt","Hoàng Dũng","Nàng Thơ","Yin Yang Media",2,170,181,"131898"
167,"spotify:track:3rx7g2qRxKscgtQUiKwQvN","Phương Ly","ThichThich","PHUONG LY",9,175,80,"131722"
168,"spotify:track:2nFXaYb2fWOoUJXMPb6y4C","Obito, Shiki, Lăng LD","Đầu Đường Xó Chợ","12 trái lê",39,153,13,"131684"
169,"spotify:track:2qc4FFBylFT5YhvMJMX50R","SOOBIN","Đi Để Trở Về","TTV Entertainment",51,-1,11,"131082"
170,"spotify:track:3uT8QfoX0BE8ZJa4h98LDW","Puppy, Dangrangto","Wrong Times","MaiDao Music",73,192,13,"130939"
171,"spotify:track:1wvLeW8THXNent0N2sGSgF","Sáo","Ngồi Nhìn Em Khóc","Yin Yang Media",95,173,38,"130571"
172,"spotify:track:50cmxP6KlnQA9IG3q5ckKD","Chillies","Mascara","WM Vietnam",3,166,175,"128546"
173,"spotify:track:3XEspwit4d8gwKKgeopfCv","Sean, Lửa","Em Thích","MaiDao Music",65,174,55,"128221"
174,"spotify:track:7gaA3wERFkFkgivjwbSvkG","Ariana Grande","yes, and?","Republic Records",38,90,3,"127909"
175,"spotify:track:40fjFtLBN98eDzOS4NfXs5","Da LAB, Tóc Tiên","Nước Mắt Em Lau Bằng Tình Yêu Mới","MUNIZ MUSIC COMPANY LIMITED",114,197,54,"127777"
176,"spotify:track:37GNTP4wB0QSkUwcTWLHKg","Low G, Wren Evans","Fashion Tán Gái","Universal Music Pte. Ltd. Distributed Labels",53,182,12,"126436"
177,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",107,157,17,"126129"
178,"spotify:track:6Ov6L8Iy0SMEl9w1TOUvaG","Wxrdie, WOKEUP, 2pillz","Vinflow","LOOPS Music",142,142,14,"125435"
179,"spotify:track:2c0QMztYu6PCfFrGLqHXIV","Phí Phương Anh, RIN9","Răng Khôn (feat. RIN9)","Yin Yang Media",6,178,101,"124094"
180,"spotify:track:7paCdW3grnoEi95tjO1OkG","Thịnh Suy","Thắc Mắc?","InQ International",137,172,8,"123980"
181,"spotify:track:0SmQ0UWeiHKQtxUej4Rem6","SOOBIN","Tháng Năm","Spacespeakers",6,-1,115,"123583"
182,"spotify:track:5MiIaWMDwGGWHY56oXRhlJ","Văn Mai Hương, GREY D, Trung Quân","Mưa Tháng Sáu","Yin Yang Media",6,-1,24,"123030"
183,"spotify:track:6zrQLaZG0OlT63oUDwFKri","Low G","Càng Cua","Nhà Hóa Học Đống Đa",66,164,22,"122349"
184,"spotify:track:4UcFlH0e5B6KwFkFuSYqGo","Sơn Tùng M-TP","Một Năm Mới Bình An","Universal Music Indochina Distributed Labels",60,-1,8,"122078"
