rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
30,"spotify:track:4CUvVaAYuXtvYURLFz7EIL","Emcee L (Da LAB), Da LAB, Muộii (Starry Night)","Chuyện Đôi Ta (feat. Muộii)","Yin Yang Media",3,29,117,"362084"
31,"spotify:track:0tGmDUHDoT8pxYhgAT3yNG","Wren Evans, itsnk","bé ơi từ từ","Universal Music Indochina",8,26,11,"360874"
32,"spotify:track:2JuHIbFudHwDqQssgqsH3i","Vũ Phụng Tiên, DT Tập Rap, Drum7","Lệ Lưu Ly","Big Arts Entertainment",6,33,23,"357564"
33,"spotify:track:6VXVYATpQXEIoZ97NnWCmn","Madihu, Vũ.","Vì Anh Đâu Có Biết","WM Vietnam",2,32,82,"357131"
34,"spotify:track:01qFKNWq73UfEslI0GvumE","Jung Kook, Jack Harlow","3D (feat. Jack Harlow)","BIGHIT MUSIC",2,35,22,"356781"
35,"spotify:track:1o6cYDMHvKOfizi4d9Lqxr","W/N","id 072019","Universal Music Indochina Distributed Labels",3,40,31,"349761"
36,"spotify:track:25h0TqC9H3BcMA7KjK5nHK","GREY D, tlinh","vaicaunoicokhiennguoithaydoi","M Music Records",2,39,89,"347130"
37,"spotify:track:2uZmeuNAxSm7XfVIwLkhCx","Ronboogz","nhắn nhủ","MaiDao Music",27,34,11,"338517"
38,"spotify:track:5f4u0kPnU21qNe6fXgAUiV","BigDaddy, Emily","Yêu Nắm","Yin Yang Media",38,61,2,"332277"
39,"spotify:track:3ukrFH17Zl6iEZ2QJ1Zwiy","RPT Orijinn, Ronboogz","Don't Côi","Rapital",3,38,62,"328618"
40,"spotify:track:28bxbqNcAuNxYDZYet6eZ7","RPT MCK, tlinh","Chỉ Một Đêm Nữa Thôi","N0L4B3L",9,37,52,"325335"
41,"spotify:track:7Ebm9NxzNhUX2FxzBl1kwm","Ngọt, Thỏ Trauma","02 Mơ Làm Ma","Ngọt",41,-1,1,"321439"
42,"spotify:track:5T6j0rfpCDBzAxC8Fpd0N7","Low G, Thắng","An Thần","Rap Nhà Làm",2,41,123,"316931"
43,"spotify:track:1VNWdmXSbaNrnWod10WIL0","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","Universal Republic Records",11,50,36,"316551"
44,"spotify:track:3a2Oftcs10wtzw6AmxuTMU","Olew","Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau","LOOPS Music",8,45,58,"314059"
45,"spotify:track:4X2vrRE8Pi5hBMbWRjofAU","HIEUTHUHAI","NOLOVENOLIFE","M Music Records",24,36,20,"311596"
46,"spotify:track:7tFwBnuaGXqiiONukPRaCo","Minh Huy","Miên Man","LOOPS Music",11,42,26,"308801"
47,"spotify:track:08ULi904W2Po6pVj8nN7KC","GREY D, Chillies","đưa em về nhàa","M Music Records",3,43,45,"302526"
48,"spotify:track:5BTzf3doGTigDIYUFtbkI9","Emcee L (Da LAB), Da LAB, Badbies","Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies)","Yin Yang Media",5,44,166,"298725"
49,"spotify:track:5ECHJ1llWBNYLVCYrllD3x","Da LAB, Phương Ly","Chạy Khỏi Thế Giới Này","LOOPS Music",11,52,87,"275722"
50,"spotify:track:0gzpqwLf1jhNjnSJEyweAX","Kuun Đức Nam, Linh Thộn","Tình cờ yêu em","MaiDao Music",12,58,27,"267387"
51,"spotify:track:0dBKcPEAsdxWJsqNDNHcPz","Andree Right Hand, RHYDER, WOKEUP","Dân Chơi Sao Phải Khóc","$maker Music",16,47,8,"262959"
52,"spotify:track:4qJSUFwZFouto5VZUlln75","tlinh, Trung Trần","Thích Quá Rùi Nà","Universal Music Indochina Distributed Labels",34,46,180,"259901"
53,"spotify:track:3ztP5O7dJSha2PG429eUCb","Jack - J97","Thiên Lý Ơi","MIXUS",53,-1,1,"257637"
54,"spotify:track:3XCp5o1FUpAH0aj2Hmj5yz","Wren Evans, itsnk","Call Me","Universal Music Indochina",12,48,29,"253098"
55,"spotify:track:76dD9BdSOzsRJSGGBjOcUf","HIEUTHUHAI, Negav, Kewtiie","ngủ một mình (tình rất tình)","M Music Records",2,51,63,"252008"
56,"spotify:track:7bFFUPBiF15n8m8RziqS4o","GREY D","dự báo thời tiết hôm nay mưa","M Music Records",7,55,67,"250879"
57,"spotify:track:18iADruKMXIloyA9vCJXFE","An Vũ, Sino","Chàng Trai Bất Tử","Yin Yang Media",56,60,4,"244259"
58,"spotify:track:5iZHnufFUgATzrpGgH1K0W","T.R.I","Ánh Sao Và Bầu Trời","Yin Yang Media",1,64,121,"241743"
59,"spotify:track:3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine","Dead Oceans",30,59,21,"240940"
60,"spotify:track:24eClW0wZh5fFEFwsUWdSG","Wren Evans, itsnk","Cầu Vĩnh Tuy","Universal Music Indochina",16,49,11,"240758"
61,"spotify:track:6Hs2xIgB8nzyGFDvVA8lFa","Madihu, Low G","Có Em","NGUYEN CHI PHONG",4,53,97,"238308"
62,"spotify:track:3hqOrxH5qPlvrApcb7Ac8c","Ronboogz","Lan Man","MaiDao Music",33,66,46,"228441"
63,"spotify:track:6yLbighkE0kn1OH9zd4aBi","Ngọt","03 Hay Là","Ngọt",63,-1,1,"227833"
64,"spotify:track:3440g8awr2l0E5Yy2X5Epk","RPT MCK","Tại Vì Sao","N0L4B3L",3,63,75,"223862"
65,"spotify:track:27Z9T0mSWHYWSj9SNOGvyt","JustaTee, Phương Ly","Thằng Điên","NGUYEN THANH TUAN",2,69,82,"222338"
66,"spotify:track:1xoadYaxtOp9gHDwgmPDuz","JSOL, Hoàng Duyên","Sài Gòn Hôm Nay Mưa","Universal Music Indochina",3,65,144,"221773"
67,"spotify:track:3BlB5wlzdbgCJGkuPcNVIW","The Masked Singer","Khóa Ly Biệt","THE MASKED SINGER",53,71,16,"220717"
68,"spotify:track:4XYIKLWUw0QYjcftHNvAYW","GREY D, HIEUTHUHAI, Wren Evans, Obito","Dám Rực Rỡ","Universal Music Indochina",50,57,5,"220377"
69,"spotify:track:2CFC7iLurCyDYuXQcfem2l","Quang Hùng MasterD","Thủy Triều","Quang Hùng MasterD",69,82,2,"220121"
70,"spotify:track:5h1BN75CEh8wdSwE1xrbSe","V","Slow Dancing","BIGHIT MUSIC",2,56,24,"219573"
71,"spotify:track:255vSRpVq5YYKBJiem1BVx","Andree Right Hand","Chơi Như Tụi Mỹ","$maker Music",4,67,41,"218359"
72,"spotify:track:1vshOAKaZpnnrJF9QvcKd1","Em Ellata","Ngày ấy (Yesterday)","Em Ellata",72,121,2,"217770"
73,"spotify:track:6jcLKVmEKAQIXIVHJZ8vzS","MONSTAR, GREY D, NICKY, VƯƠNG BÌNH","tình yêu chậm trễ","Yin Yang Media",46,73,64,"217452"
74,"spotify:track:72ictTz6o0dusD2QpCn4bn","Wxrdie, Andree Right Hand, Machiot","TETVOVEN","M Music Records",39,62,13,"216673"
75,"spotify:track:0vkExWiBJSrfWnlMC7x48b","UMIE","Không Yêu Xin Đừng Nói - Piano Version","LOOPS Music",37,77,52,"215841"
76,"spotify:track:769IjpjHNrN36SPvj2ZBKu","HIEUTHUHAI","Nghe Như Tình Yêu","M Music Records",46,72,128,"214859"
77,"spotify:track:4acXEYw7ayyJnm9GXDrqiL","Binz, Nomovodka","Hit Me Up (feat. Nomovodka)","Spacespeakers",4,70,19,"213399"
78,"spotify:track:7LVrrX8pkzI9fMF88nGabt","Đen, JustaTee","Đi Về Nhà","Đen",3,54,167,"211276"
79,"spotify:track:7kpNUrBDYDoX6QKGzrBD1R","RPT MCK, Trung Trần","Thôi Em Đừng Đi","N0L4B3L",8,68,52,"208422"
80,"spotify:track:0MJ5wKsPEeihONNfugHGy7","HYBS","Tip Toe","JUICEY",52,88,14,"206689"
81,"spotify:track:1MiJk3dXC5jzhvLFP0dUM7","Da LAB","Thức Giấc","Yin Yang Media",1,79,138,"205507"
82,"spotify:track:6e7oHe23DEca4sEOgu5bPd","Ngọt, Quyền Thiện Đắc","04 Thắp Hương 05 Hoá Vàng","Ngọt",82,-1,1,"203319"
83,"spotify:track:5uyNAX6MazVAjBjVeOsTvp","W/N, Duongg, Nâu","3 1 0 7 (feat. Duongg & Nâu)","HONG AN ENTERTAIMENT,.JSC",11,80,186,"203045"
84,"spotify:track:0eKIEiMHZv0pOxz4iGOXda","Lil Wuyn, 16 BrT, 16 Typh","TOKYO Cypher","12 trái lê",45,75,17,"202781"
85,"spotify:track:7kgzRBNkBRArtTPkYjWLYT","14 Casper, Bon Nghiêm","bao tiền một mớ bình yên?","DANDERLÉON",9,81,149,"201952"
86,"spotify:track:2UtFCtiSoc30GJ4MUcHDKr","Obito, Shiki","Tell the kids i love them","12 trái lê",30,78,20,"198602"
87,"spotify:track:1EmMFSLRVkOszCa4ul9z0F","W/N, Duongg, Nau, titie","3107 3","Universal Music Indochina Distributed Labels",1,86,135,"197246"
88,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",5,84,44,"192719"
89,"spotify:track:0Qs29ApstkrU5T8S5Hxazw","BigDaddy, Emily","Ngõ Chạm","LOOPS Music",41,87,30,"191726"
90,"spotify:track:3QD2NfLEIvMRbzv2uTu4B7","Myra Trần","Anh Chưa Thương Em Đến Vậy Đâu","Sony Music Entertainment",6,85,60,"191027"
91,"spotify:track:1J3SmWwlYAG68LGKr86MVH","Sơn Tùng M-TP","Chúng Ta Của Hiện Tại","Universal Music Indochina Distributed Labels",1,76,167,"188678"
92,"spotify:track:45Mswno1F7FoZkcmQkp7fi","Wren Evans","Thích Em Hơi Nhiều","Universal Music Indochina",1,74,141,"188538"
93,"spotify:track:2O4Bb2WCkjlTPO827OnBMI","LE SSERAFIM","EASY","SOURCE MUSIC",93,185,2,"185316"
94,"spotify:track:76KYaCx7UjHwlnrqzcovLZ","PC","10 Ngàn Năm","12 trái lê",61,91,90,"183370"
95,"spotify:track:54UNNgtE3zzERwTuWSQLqd","MONSTAR, GREY D, VƯƠNG BÌNH","có hẹn với thanh xuân","Yin Yang Media",5,90,137,"181727"
96,"spotify:track:6iXGivPFpsqKmrINhIbPvx","Lynk Lee","Buồn Thì Cứ Khóc Đi","Lynk Lee",10,113,218,"179369"
97,"spotify:track:4TMdpMJNQdcawl8JjZEwLk","Lãng","Nụ hôn Bisou","12 trái lê",10,83,32,"174623"
98,"spotify:track:1dUmmBh2nw8XzEI3au0uFs","Thịnh Suy","Chết Trong Em","InQ International",4,104,70,"173078"
99,"spotify:track:5cml547MByVlaVrKU2lJTg","Andree Right Hand, Wxrdie, Bình Gold, 2pillz","Em iu","$maker Music",18,89,40,"172088"
100,"spotify:track:5Bti0azlFhMattVY76qFr9","Vũ.","Lạ Lùng","WM Vietnam",17,94,308,"172082"
101,"spotify:track:7h2zqUH4bYyknNUxsYnS5V","PhucXp, Freak D","Như Anh Đã Thấy Em","MaiDao Music",33,99,62,"171193"
102,"spotify:track:3ET3xHCLMGd57u06A9RjJ0","Ronboogz","Nói Dối","MaiDao Music",79,106,17,"170910"
103,"spotify:track:33S16Xa5cZmLPhn6eZI4Nm","52Hz, WEAN, RIO","ĐỢI (SPECIAL VERSION) [ft. WEAN]","DAO Entertainment",102,102,4,"170907"
104,"spotify:track:45PPoUgqs3JrhkZGEzSUHT","W/N, ERIK, Nau","3107 4 (feat. Erik, Nâu)","Universal Music Indochina Distributed Labels",24,109,46,"169136"
105,"spotify:track:2Npr9vbXuQYcpnsouBIrHU","The Masked Singer, Voi Bản Đôn","Ngày Mai Người Ta Lấy Chồng (feat. Voi Bản Đôn)","THE MASKED SINGER",39,115,28,"162364"
106,"spotify:track:1K3CXUYKhLYN7koLW5WQjX","Thắng","Xin Lỗi","Thắng",5,117,41,"162158"
107,"spotify:track:25edeHHueINMguqu9emCyV","Đen, Phương Anh Đào","Lối Nhỏ","Đen",1,92,227,"162048"
108,"spotify:track:3AejRjgBsFV4HWHjJmmEP7","GREY D, Orange, Kai Đinh","lời tạm biệt chưa nói","Universal Music Indochina Distributed Labels",22,107,84,"161461"
109,"spotify:track:1yo967mk7CpjvruNxBecOY","Thắng","Trước Khi Em Tồn Tại","Thắng",22,118,41,"161128"
110,"spotify:track:6DyotcCWPqKQT8YWireU6L","Low G","Tán Gái 505","Rap Nhà Làm",65,95,41,"161019"
111,"spotify:track:4N99EuIjwSSFFFMDfTeOLU","buitruonglinh, Vũ Phụng Tiên","Em Không Khóc (feat. Vũ Phụng Tiên)","Yin Yang Media",106,114,71,"160474"
112,"spotify:track:7td8DTWoGC9u9db37mGHX6","Đen, PiaLinh","Nấu ăn cho em","Đen",8,110,34,"160360"
113,"spotify:track:1Vla7vXcM0zimotYpresDT","tlinh","tình yêu có nghĩa là gì?","Universal Music Indochina Distributed Labels",7,119,29,"158751"
114,"spotify:track:5J90ah0ppUSev1uahqQiN6","Andiez, AMEE","Anh Đánh Rơi Người Yêu Này","MaiDao Music",19,120,69,"157328"
115,"spotify:track:4AgFXIVT7hVhBZ5DEOaLu3","Thịnh Suy","tiny love","Yin Yang Media",3,101,117,"156507"
116,"spotify:track:3b34161QoxLwsqhWSPy9i5","Da LAB","Thanh Xuân","Sony Music Entertainment",1,126,288,"155037"
117,"spotify:track:1sEOTXdVl8X7SzuJi0P1cq","Dept, Ashley Alisha","Van Gogh (feat. Ashley Alisha)","WM Korea",41,142,13,"154644"
118,"spotify:track:1GJ3suxtUVaguVQRemw6Zp","Andiez","Suýt Nữa Thì...","MaiDao Music",82,133,86,"153017"
119,"spotify:track:2qWP5ZarXRsdmxzz3L3BtP","SUNI Hạ Linh, Hoàng Dũng, GREY D, Orange, tlinh","có hẹn với thanh xuân","Universal Music Indochina Distributed Labels",27,123,83,"152333"
120,"spotify:track:7j3XQm7RR8T2EzaYtYK4rc","W/N, Tezzy, Tien","Crush 2","RioX Records",61,103,88,"151887"
121,"spotify:track:0hiQvlWSSTr7n1kc1X2Lus","HIEUTHUHAI, Harmonie","Bật Nhạc Lên","GERDNANG",59,111,175,"151349"
122,"spotify:track:2zRzmGerfTxc2epZHgaTdh","Ngọt, Đen","Cho Tôi Lang Thang","Ngọt",35,147,196,"149271"
123,"spotify:track:4h3K653rm69JYWpO4du2BJ","Andiez","Chờ Đợi Có Đáng Sợ","Yin Yang Media",76,143,89,"147598"
124,"spotify:track:6uxuJ8Fr1AAfSPJUF9N1yr","Vũ.","Bước Qua Mùa Cô Đơn","WM Vietnam",1,128,168,"147029"
125,"spotify:track:5yNB5nPXblrSwtS9d0ssAU","W/N, 267","id 2022 (feat. 267)","W NATION",61,124,9,"146529"
126,"spotify:track:5qbjUmVV1yOOjcMOInNPYD","Kai Đinh, MIN, GREY D","để tôi ôm em bằng giai điệu này","Yin Yang Media",18,129,62,"146063"
127,"spotify:track:2cJyuhqcXvd6ccvAn8NXsL","tlinh","thế giới thần tiên","Universal Music Indochina Distributed Labels",62,136,26,"146003"
128,"spotify:track:2WOpp4vm16unl0N3i3BNNv","NÂN, Ngơ","Tình Đắng Như Ly Cà Phê","nân",15,97,217,"145607"
129,"spotify:track:1wvLeW8THXNent0N2sGSgF","Sáo","Ngồi Nhìn Em Khóc","Yin Yang Media",95,157,42,"144681"
130,"spotify:track:4S0uLMXRoAjFfIJOW7A8aW","Rhymastic","Nến Và Hoa","WM Vietnam",2,116,194,"144448"
131,"spotify:track:1fh5Sf3fFESFOS8D82RQiI","AMEE, Hoàng Dũng","từ thích thích thành thương thương","Yin Yang Media",6,96,119,"143836"
132,"spotify:track:4vfhartd7HDWGJbdVIycEu","Sơn Tùng M-TP","Muộn Rồi Mà Sao Còn","Universal Music Indochina Distributed Labels",1,98,149,"143236"
133,"spotify:track:0QzuaeCEEOV40Pn7IvKEny","Dhruv","double take","Little Worry/RCA Records",8,122,147,"142651"
134,"spotify:track:3lgCCIj5kUu8IAbJarm9oz","Anh Tú","Hoàng Hôn Nhớ - Hoa Vương Original SoundTrack","VIE CHANNEL CORPORATE",100,100,2,"142352"
135,"spotify:track:4YSryHqsD82Krc81l1EJD5","tlinh, 2pillz, WOKEUP","ghệ iu dấu của em ơi","Universal Music Indochina Distributed Labels",8,135,53,"141779"
136,"spotify:track:7AD5F85waSb3yZxZxEXhJM","Tóc Tiên, Touliver","Có Ai Thương Em Như Anh","Yin Yang Media",20,140,91,"140202"
137,"spotify:track:0tWqngfOXKN1xOlYK4WwVw","Sơn Tùng M-TP","Âm Thầm Bên Em","Universal Music Indochina Distributed Labels",35,151,175,"139471"
138,"spotify:track:7oBUoEbCDF748UkHnLusUB","Thịnh Suy","Chuyện Rằng","Yin Yang Media",5,132,186,"139096"
139,"spotify:track:70hEVaGwwat644nPWkhKNW","Phuc Du","yêu anh đi mẹ anh bán bánh mì","LOOPS Music",28,152,44,"138030"
140,"spotify:track:7eDrdQ7PK9Xm1CZCKWsgmH","Vũ., TRANG","Anh Nhớ Ra (feat. TRANG)","WM Vietnam",19,127,72,"137997"
141,"spotify:track:0M5Vaj3y4yhNQ1PX471F8P","BAN, CoolKid","MD Anniversary","M Music Records",52,155,19,"137972"
142,"spotify:track:4Iz5EWPCAT8jYNk4IpLoll","buitruonglinh","Dù Cho Mai Về Sau","Yin Yang Media",10,105,154,"137953"
143,"spotify:track:4tiTkoIBdra4zCsqr58od9","Kejo","Biết Đâu Sẽ Mất","Kejo",143,-1,1,"137295"
144,"spotify:track:2BDE7KducbOuOPY4tlERyJ","Bình Gold","Trăng Hoa Mây Mưa","Binh Gold",107,153,6,"137272"
145,"spotify:track:3DLtPObflLQBodZN8qGODT","JustaTee, BigDaddy","2AM","WM Vietnam",18,108,96,"137185"
146,"spotify:track:6Wi18yv3aoO0ZF4uulguof","Ngọt, Mạc Mai Sương","Đá tan","Ngọt",55,193,34,"136521"
147,"spotify:track:2n00rcPaXcWfFB9irOKOmh","Ronboogz","Anh Chỉ Muốn","MaiDao Music",117,138,7,"135919"
148,"spotify:track:57FeZINjlat9NLEhYUejmd","VSOUL, MFREE, TUYEN VO","NGTANOISE","VSOUL",83,130,33,"135489"
149,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",6,131,63,"135446"
150,"spotify:track:2PYDUM2IC01FOTDLQdFxJP","W/N, Duongg, Nau","3 1 0 7 - 2 (feat. DuongG & Nau)","GUM GROUP",27,154,157,"134938"
151,"spotify:track:0pQ67Kp2kED4ISy1ieGPEq","PC, Dick, tofutns","Ghé Qua","12 trái lê",64,137,180,"134463"
152,"spotify:track:1izPmgSW7FV6XFdEOiTvOY","Changg, Minh Huy","Em Không Hiểu","Universal Music Indochina Distributed Labels",27,156,139,"134372"
153,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",107,145,21,"134351"
154,"spotify:track:5Msoarj5hk9LguTtiIyqug","Đức Phúc","Ngày Đầu Tiên","Duc Phuc",2,134,105,"134181"
155,"spotify:track:0wwfocY1CfXcKfMcWSoGXc","buitruonglinh","Yêu Người Có Ước Mơ","LOOPS Music",83,139,46,"133924"
156,"spotify:track:7paCdW3grnoEi95tjO1OkG","Thịnh Suy","Thắc Mắc?","InQ International",137,169,12,"133634"
157,"spotify:track:4x8vUZgiQWB25eS2M0we6Q","BigDaddy, Emily","Mượn Rượu Tỏ Tình","MUNIZ MUSIC COMPANY LIMITED",1,125,155,"133481"
158,"spotify:track:1w3eUC89GPspKpi62tPwjt","Hoàng Dũng","Nàng Thơ","Yin Yang Media",2,162,184,"131760"
159,"spotify:track:1eXc2ZMStMsQ5cuUrFCnlO","Ngọt","Mất Tích","Ngọt",82,112,4,"131532"
160,"spotify:track:6kCU6i8iRrAAmJJ8Sj4JYC","Shartnuss, Tr.D, Phankeo","Nắng có mang em về","MaiDao Music",160,172,4,"130700"
161,"spotify:track:2nR51wakN5K3AJENqGaNg9","Đen, MIN","Bài Này Chill Phết","Đen",1,150,248,"130503"
162,"spotify:track:7fNHfgOxPLcg4mQLhCnOHB","Rapital, Groovie Lã Thắng, tlinh, RPT MCK","XTC (Xích Thêm Chút) (Remix)","M Music Records",87,146,139,"130443"
163,"spotify:track:3uT8QfoX0BE8ZJa4h98LDW","Puppy, Dangrangto","Wrong Times","MaiDao Music",73,168,17,"130424"
164,"spotify:track:3nw5vYaH4qVx8joq3qhtNx","Low G","Okeokeoke","Rap Nhà Làm",103,148,47,"130323"
165,"spotify:track:2NEzxeMKW0mk5pr7tcrvs2","Phan Mạnh Quỳnh","Có Chàng Trai Viết Lên Cây","MovieScore Media",2,200,92,"130193"
166,"spotify:track:5nD5PVXUkIpv0WcwfNFrgS","Orange, Hoàng Dũng","Khi Em Lớn","Orange",4,167,140,"126357"
167,"spotify:track:1ecVks3GJX8U67DvhVDVBn","AMEE","trời giấu trời mang đi","Yin Yang Media",52,163,57,"125879"
168,"spotify:track:2rGCYAabfA63PIzhQm7hVq","VSTRA","Internet Love","CDSL",56,178,112,"125688"
169,"spotify:track:07tiPBhMqiKqHowwqDBtfK","W/N, 267","id T41104 (feat. 267)","W NATION",26,144,17,"124838"
170,"spotify:track:05X3a0YGmS1rbH50aL8lGF","Văn Mai Hương, Hứa Kim Tuyền","Một Ngàn Nỗi Đau","Yin Yang Media",7,186,88,"124762"
171,"spotify:track:2ctmaWoBxLBYiZB7AKmK1D","Low G","Bảo Tàng","Nhà Hóa Học Đống Đa",33,149,13,"124173"
172,"spotify:track:5MiIaWMDwGGWHY56oXRhlJ","Văn Mai Hương, GREY D, Trung Quân","Mưa Tháng Sáu","Yin Yang Media",6,175,28,"124111"
173,"spotify:track:62SFLTN7txImu8pQwBMP6A","Tăng Duy Tân, Hoà Minzy","Bật Tình Yêu Lên","Big Arts Entertainment",4,141,54,"123475"
174,"spotify:track:0Rx4GFPy8ISxPhRwkjl64b","AMEE","ex's hate me, Pt.2","Yin Yang Media",13,161,78,"123044"
175,"spotify:track:71Q8QWLpvwvfQ6zM5BdCnm","2T, Văn","Liệu Giờ","LOOPS Music",22,160,182,"122804"
176,"spotify:track:1YbrWGgFMzIoO6FP1vN975","Olew, Ngắn","Vườn Hoa Con Cá (feat. Ngắn)","Sony Music Entertainment",125,158,8,"122006"
177,"spotify:track:0DtarPcErIh4skfFtxzomo","Tama","Ngày Em Đẹp Nhất","Tama",104,173,38,"120883"
178,"spotify:track:2nFXaYb2fWOoUJXMPb6y4C","Obito, Shiki, Lăng LD","Đầu Đường Xó Chợ","12 trái lê",39,171,17,"120869"
179,"spotify:track:38rjRVqEHSlDRrDWDvjkqW","Vũ.","Bước Qua Nhau","WM Vietnam",1,181,110,"119868"
180,"spotify:track:0AJi38NumMDXqo8pRw6zdh","Ngọt","LẦN CUỐI (đi bên em xót xa người ơi)","Ngọt",5,-1,159,"119805"
181,"spotify:track:7h69br1nQFSSgdVQp6sPx6","HIEUTHUHAI, B Ray, Tage","Không Phải Gu","M Music Records",51,159,20,"119232"
182,"spotify:track:3rx7g2qRxKscgtQUiKwQvN","Phương Ly","ThichThich","PHUONG LY",9,164,84,"119039"
183,"spotify:track:5Odq8ohlgIbQKMZivbWkEo","Charlie Puth, Jung Kook, BTS","Left and Right (Feat. Jung Kook of BTS)","Atlantic Records",1,-1,74,"118722"
